condition,snippet_id,snippet_text,question,run,score,reasoning
standard_llm,llm-lines:0043,"beneath my skin, steel memories hum.",1,4,1,"This is a compact, carefully constructed line that deploys a synaesthetic metaphor (""steel memories hum"") with deliberate precision, combining tactile, material, and auditory imagery in a way that feels intentionally designed to evoke a specific poetic effect — the craftsmanship is evident in the word choices and their compressed arrangement."
standard_llm,llm-lines:0711,stars fall quiet on an endless night,2,1,1,"This is a brief, imagistic line that is immediately recognizable as poetic — specifically lyrical poetry with a contemplative, minimalist aesthetic common in haiku-adjacent or short-form verse traditions."
lstm_vae,lstm-vae-lines:0073,all this has passed,2,3,1,"This brief phrase reads as a fragment of poetry or lyrical reflection, fitting comfortably within minimalist poetic traditions or aphoristic writing."
standard_llm,llm-lines:0296,forgotten memories pulse,1,5,1,"This reads as a deliberately crafted poetic fragment, with the oxymoron of ""forgotten memories"" and the personifying verb ""pulse"" clearly chosen for literary effect — it's a compact, designed piece of evocative language."
lstm_vae,lstm-vae-lines:0314,for all we control,1,5,4,"This brief phrase carries a quiet, ambiguous weight — it could be a fragment of everyday speech (as in ""for all we control, things still go wrong"") or a deliberately poetic utterance, but its extreme brevity and lack of surrounding context make it feel more like an incidental fragment than a crafted literary artifact."
standard_llm,llm-lines:0809,the night unfolds like a worn map,2,1,1,"This is a straightforward poetic simile/fragment that fits squarely within the tradition of lyric poetry and literary imagery, immediately recognizable as a poetic line."
standard_llm,llm-lines:0460,lost in signals that never find a home,1,3,1,"This reads as a deliberately crafted poetic fragment, with ""signals"" as a chosen metaphor and ""never find a home"" as an intentionally evocative phrase designed to convey loneliness or disconnection — it has the polished feel of a line written to produce a specific emotional resonance."
standard_llm,llm-lines:0527,night's edge holds forgotten fears,2,5,1,"This is a concise, imagistic phrase that reads immediately as poetry—specifically lyrical or atmospheric poetry in a minimalist, haiku-adjacent style, fitting comfortably within recognized poetic traditions."
standard_llm,llm-lines:0166,dust dances in a quiet room,1,2,1,"This reads as a deliberately crafted poetic line — the alliteration of ""dust dances,"" the personification, and the juxtaposition of movement and stillness all feel like intentional aesthetic choices aimed at producing a contemplative, imagistic effect."
lstm_vae,lstm-vae-lines:0681,oh when i'm a face in fire,2,2,2,"This brief phrase reads as a fragment of poetry or song lyric, fitting comfortably within recognizable poetic/lyrical traditions with its first-person voice, evocative imagery, and rhythmic quality."
lstm_vae,lstm-vae-lines:0949,yeah it doesn't be back again,1,1,5,"This fragment reads like a casual, possibly garbled piece of everyday speech or a transcription error, with its grammatically unusual ""doesn't be"" feeling entirely unintentional rather than crafted for any literary purpose."
standard_llm,llm-lines:0644,shattered vows whisper back,2,4,1,"This is a concise, imagistic phrase that reads immediately as poetry—specifically minimalist or haiku-like lyric poetry, with its compressed imagery, emotional resonance, and personification."
lstm_vae,lstm-vae-lines:0832,this world still seems,1,1,3,"This fragment feels like a line extracted from a poem or song, carrying a sense of incompleteness and wistfulness that could be either a deliberate poetic fragment or simply an unfinished thought — its brevity makes it ambiguous, but the word ""still"" introduces a quiet emotional weight that feels slightly crafted."
standard_llm,llm-lines:0105,cold eyes warm to a quiet beat,1,1,1,"This reads as a deliberately crafted poetic line, with its clean chiastic contrast between ""cold"" and ""warm,"" its rhythmic compression, and its synesthetic blending of temperature and sound — all hallmarks of intentional literary design."
lstm_vae,lstm-vae-lines:0639,never want to be everywhere,1,1,3,"This brief phrase feels like a fragment that could be a line from a poem or song lyric, carrying a quiet philosophical weight, but its simplicity and ambiguity make it hard to tell whether it was carefully crafted or simply arrived as a spontaneous thought — it sits in a genuinely ambiguous space between intentional minimalism and offhand utterance."
lstm_vae,lstm-vae-lines:0709,so so far away today,2,5,2,"This very brief phrase reads as a fragment of lyric poetry or song lyrics, fitting comfortably within recognizable poetic/lyrical modes characterized by brevity, repetition, and evocative simplicity."
lstm_vae,lstm-vae-lines:0089,alone i will hold,1,2,2,"This five-syllable fragment reads like a deliberately compressed poetic utterance — the lowercase styling, the stark simplicity, and the ambiguous emotional resonance all feel like intentional minimalist craft choices aimed at evoking stoic resolve."
lstm_vae,lstm-vae-lines:0073,all this has passed,2,4,1,"This brief phrase reads as a fragment of lyrical or poetic writing—possibly a line from a poem, a meditative utterance, or an elegiac statement—fitting comfortably within recognized poetic and literary traditions."
lstm_vae,lstm-vae-lines:0853,to tranquility from control,2,3,2,"This very brief phrase reads as a fragment of poetry or a meditative/aphoristic statement, fitting comfortably within minimalist poetic or contemplative writing traditions."
standard_llm,llm-lines:0043,"beneath my skin, steel memories hum.",2,2,1,"This is a concise, metaphor-driven line that fits comfortably within recognizable poetic traditions—specifically lyric poetry with cyberpunk or posthuman inflections—combining embodied imagery with technological metaphor in a way that feels familiar to readers of contemporary poetry."
standard_llm,llm-lines:0054,"between the cracks, shadows bleed",1,2,1,"This is a short, imagistic phrase that feels deliberately constructed for poetic effect — ""shadows bleed"" is a purposeful metaphor, and the spatial framing of ""between the cracks"" sets up a controlled, atmospheric image typical of crafted poetry or lyric writing."
lstm_vae,lstm-vae-lines:0043,all i'm had to breathe,2,1,3,"This five-word fragment has a grammatical fracture (""i'm had"") that gives it a slightly enigmatic quality, but it reads most naturally as a fragmentary poetic or lyrical utterance—a mode well-established in minimalist poetry and experimental writing—rather than something that truly resists categorization."
standard_llm,llm-lines:0200,electric whispers hold ancient tales,1,2,1,"This reads as a deliberately composed poetic fragment, with the juxtaposition of ""electric"" and ""ancient"" clearly designed as a contrast, and ""whispers hold tales"" is a consciously crafted metaphorical construction aimed at evoking mystery and depth."
lstm_vae,lstm-vae-lines:0043,all i'm had to breathe,2,3,3,"This five-word fragment has a grammatical fracture (""i'm had"") that gives it an ambiguous quality—it could be a typo/error, a minimalist poetic utterance, or a fragment of experimental writing, but its extreme brevity and simplicity make it easy to loosely categorize as either broken speech or minimalist/experimental poetry."
lstm_vae,lstm-vae-lines:0134,and now it's hard to be free,1,1,4,"This reads as a simple, direct statement — possibly a song lyric or diary fragment — that carries emotional weight through its plainness rather than through any deliberate literary device, giving it a feeling of undesigned sincerity."
